year,parcel,date_ord,replicatewithinparcel,LAI,growthcycle,swardtype,phenologicalstage,lodging,yield,,,
2021,P1,1,1,0.5859,1,C,0,0,0.22,,,
2021,P1,1,2,0,1,A,0,0,0.1,,,
2021,P1,1,3,0.1757,1,A,0,0,0.05,,,
2021,P1,1,4,0.6595,1,A,0,0,0.48,,,
2021,P1,2,1,3.8414,1,A,1,0,2.16,,,
2021,P1,2,2,3.2448,1,A,1,0,1.34,,,
2021,P1,2,3,4.1139,1,A,1,0,2.27,,,
2021,P1,2,4,4.2454,1,B,1,0,2.85,,,
2021,P1,3,1,4.5808,1,A,1.5,0,3.38,,,
2021,P1,3,2,5.2113,1,C,1.5,0,3.09,,,
2021,P1,3,3,4.615,1,A,1.5,0,3.03,,,
2021,P1,3,4,4.0789,1,B,1.5,0,2.54,,,
2021,P1,4,1,5.501,1,A,2,0,4.41,,,
2021,P1,4,2,7.1077,1,B,2,0,5.91,,,
2021,P1,4,3,5.6298,1,A,2,0,4.74,,,
2021,P1,4,4,6.2571,1,B,2,0,4.63,,,
2021,P1,5,1,5.0827,1,A,3,0,3.07,,,
2021,P1,5,2,5.4746,1,B,3,0,5.52,,,
2021,P1,5,3,5.058,1,C,3,0,3.99,,,
2021,P1,5,4,5.8089,1,A,3,0,3.45,,,
2021,P1,6,1,5.2587,1,C,3,3,5.59,,,
2021,P1,6,2,5.7933,1,C,3,3,5.58,,,
2021,P1,6,3,5.9585,1,A,3,3,5.04,,,
2021,P1,6,4,5.6298,1,A,3,3,5,,,
2021,P1,7,1,7.0632,1,A,4,3,7.21,,,
2021,P1,7,2,7.8593,1,C,4,3,8.42,,,
2021,P1,7,3,5.3423,1,C,4,3,4.88,,,
2021,P1,7,4,6.1086,1,B,4,3,4.53,,,
2021,P1,8,1,0.7331,2,A,0,0,0.34,,,
2021,P1,8,2,0.6398,2,A,0,0,0.12,,,
2021,P1,8,3,1.0087,2,A,0,0,0.48,,,
2021,P1,8,4,0.9864,2,A,0,0,0.17,,,
2021,P1,9,1,1.986,2,B,0,0,0.98,,,
2021,P1,9,2,1.765,2,B,0,0,0.47,,,
2021,P1,9,3,1.7432,2,C,0,0,0.37,,,
2021,P1,9,4,2.2016,2,A,0,0,0.85,,,
2021,P1,10,1,1.9997,2,A,0,0,0.33,,,
2021,P1,10,2,2.171,2,A,0,0,0.84,,,
2021,P1,10,3,2.8397,2,A,0,0,1.15,,,
2021,P1,10,4,3.1771,2,B,0,0,1.54,,,
2021,P1,11,1,3.5604,2,A,1,0,1.83,,,
2021,P1,11,2,6.3346,2,C,1,0,3.35,,,
2021,P1,11,3,4.063,2,A,1,0,3.3,,,
2021,P1,11,4,3.8619,2,A,1,0,1.93,,,
2021,P1,12,1,5.1325,2,A,2,1,4.04,,,
2021,P1,12,2,5.6171,2,A,2,1,2.72,,,
2021,P1,12,3,5.9958,2,A,2,1,2.36,,,
2021,P1,12,4,3.4906,2,A,2,1,2.75,,,
2021,P1,13,1,4.6733,2,A,3,2,2.96,,,
2021,P1,13,2,4.3624,2,A,3,2,3.71,,,
2021,P1,13,3,5.9102,2,A,3,2,5.22,,,
2021,P1,13,4,6.2499,2,A,3,2,5.33,,,
2021,P1,14,1,1.361,3,A,0,0,0.18,,,
2021,P1,14,2,0.675,3,A,0,0,0.25,,,
2021,P1,14,3,1.2332,3,A,0,0,0.36,,,
2021,P1,14,4,1.454,3,A,0,0,0.58,,,
2021,P1,15,1,1.1091,3,A,0,0,0.48,,,
2021,P1,15,2,1.1835,3,B,0,0,0.68,,,
2021,P1,15,3,1.7799,3,A,0,0,0.74,,,
2021,P1,15,4,1.9991,3,A,0,0,1.08,,,
2021,P1,16,1,2.084,3,A,0,0,1.27,,,
2021,P1,16,2,2.2145,3,A,0,0,1.49,,,
2021,P1,16,3,2.859,3,A,0,0,1,,,
2021,P1,16,4,2.7326,3,B,0,0,0.98,,,
2021,P1,17,1,3.8226,3,A,0,1,1.92,,,
2021,P1,17,2,3.7974,3,B,0,1,2.52,,,
2021,P1,17,3,3.1303,3,A,0,1,2.06,,,
2021,P1,17,4,3.8058,3,B,0,1,1.77,,,
2021,P2,1,1,0.982,1,A,0,0,0.65,,,
2021,P2,1,2,0.5683,1,A,0,0,0.63,,,
2021,P2,1,3,0.2375,1,A,0,0,0.28,,,
2021,P2,1,4,0.4693,1,A,0,0,0.41,,,
2021,P2,2,1,3.5387,1,A,1,0,2.72,,,
2021,P2,2,2,3.7583,1,A,1,0,1.84,,,
2021,P2,2,3,3.1111,1,A,1,0,1.94,,,
2021,P2,2,4,2.7896,1,A,0,0,1.52,,,
2021,P2,3,1,4.9317,1,A,1.5,0,2.91,,,
2021,P2,3,2,7.2501,1,A,1.5,0,3.28,,,
2021,P2,3,3,3.159,1,A,1.5,0,2.18,,,
2021,P2,3,4,2.2671,1,A,1.5,0,1.57,,,
2021,P2,4,1,5.0031,1,A,2,0,5.82,,,
2021,P2,4,2,4.0953,1,A,2,0,4.2,,,
2021,P2,4,3,5.3297,1,A,2,0,3.42,,,
2021,P2,4,4,6.794,1,A,2,0,4.74,,,
2021,P2,5,1,6.1149,1,A,3,0,5.48,,,
2021,P2,5,2,3.6811,1,A,3,0,3.04,,,
2021,P2,5,3,4.1724,1,A,3,0,4.29,,,
2021,P2,5,4,6.3036,1,A,3,0,4.91,,,
2021,P2,6,1,5.8752,1,A,3,2,7.07,,,
2021,P2,6,2,4.5896,1,A,3,2,5.25,,,
2021,P2,6,3,5.7795,1,A,3,2,6.29,,,
2021,P2,6,4,5.3261,1,A,3,2,5.12,,,
2021,P2,7,1,5.4435,1,A,4,3,7.93,,,
2021,P2,7,2,4.9642,1,A,4,3,5.39,,,
2021,P2,7,3,4.566,1,A,4,3,3.98,,,
2021,P2,7,4,4.3619,1,A,4,3,10.5,,,
2021,P2,8,1,0.4048,2,A,0,0,0.34,,,
2021,P2,8,2,0.673,2,A,0,0,0.09,,,
2021,P2,8,3,0.4764,2,A,0,0,0.13,,,
2021,P2,8,4,0.2651,2,A,0,0,0.04,,,
2021,P2,9,1,1.2677,2,A,0,0,0.59,,,
2021,P2,9,2,1.4142,2,A,0,0,0.48,,,
2021,P2,9,3,0.3793,2,A,0,0,0.08,,,
2021,P2,9,4,0.2414,2,A,0,0,0.02,,,
2021,P2,10,1,0.9534,2,A,0,0,0.6,,,
2021,P2,10,2,1.2696,2,A,0,0,0.04,,,
2021,P2,10,3,0.8853,2,A,0,0,0.19,,,
2021,P2,10,4,0.7715,2,A,0,0,0.12,,,
2021,P2,11,1,4.3009,2,A,1,0,2.39,,,
2021,P2,11,2,3.0515,2,A,1,0,1.75,,,
2021,P2,11,3,2.4655,2,A,1,0,0.98,,,
2021,P2,11,4,1.7812,2,A,1,0,0.64,,,
2021,P2,12,1,5.831,2,A,2,0,4.21,,,
2021,P2,12,2,5.5691,2,A,2,0,2.57,,,
2021,P2,12,3,4.3146,2,A,2,0,2.49,,,
2021,P2,12,4,7.2951,2,A,2,0,3.56,,,
2021,P2,13,1,5.9562,2,A,3,0,2.88,,,
2021,P2,13,2,5.3152,2,A,3,0,3.93,,,
2021,P2,13,3,5.297,2,A,3,0,3.83,,,
2021,P2,13,4,5.809,2,A,3,0,5.52,,,
2021,P2,14,1,0.5104,3,A,0,0,0.22,,,
2021,P2,14,2,0.9843,3,A,0,0,0.3,,,
2021,P2,14,3,0.5102,3,A,0,0,0.07,,,
2021,P2,14,4,0.6306,3,A,0,0,0.08,,,
2021,P2,15,1,0.6881,3,A,0,0,0.23,,,
2021,P2,15,2,0.8844,3,A,0,0,0.31,,,
2021,P2,15,3,0.4147,3,A,0,0,0.18,,,
2021,P2,15,4,0.3883,3,A,0,0,0.23,,,
2021,P2,16,1,1.3581,3,A,0,0,0.53,,,
2021,P2,16,2,1.4674,3,A,0,0,0.84,,,
2021,P2,16,3,0.9865,3,A,0,0,0.53,,,
2021,P2,16,4,1.072,3,A,0,0,0.7,,,
2021,P2,17,1,2.266,3,A,0,0,0.66,,,
2021,P2,17,2,1.558,3,A,0,0,0.93,,,
2021,P2,17,3,1.3299,3,A,0,0,0.51,,,
2021,P2,17,4,2.4034,3,A,0,0,0.89,,,
2021,P3,1,1,0.4381,1,B,0,0,0.1,,,
2021,P3,1,2,0,1,A,0,0,0.03,,,
2021,P3,1,3,0.3691,1,C,0,0,0.02,,,
2021,P3,1,4,0,1,B,0,0,0.16,,,
2021,P3,2,1,0.9354,1,B,0,0,0.19,,,
2021,P3,2,2,0.4856,1,C,0,0,0.41,,,
2021,P3,2,3,0.7673,1,B,0,0,0.31,,,
2021,P3,2,4,1.1173,1,B,0,0,0.51,,,
2021,P3,3,1,1.6902,1,A,0,0,0.59,,,
2021,P3,3,2,1.6381,1,B,0,0,0.77,,,
2021,P3,3,3,1.6714,1,C,0,0,0.39,,,
2021,P3,3,4,1.311,1,A,0,0,0.72,,,
2021,P3,4,1,3.9245,1,B,0,0,1.57,,,
2021,P3,4,2,3.9375,1,C,0,0,1.25,,,
2021,P3,4,3,3.6668,1,B,0,0,1.22,,,
2021,P3,4,4,2.3922,1,A,0,0,0.83,,,
2021,P3,5,1,6.0798,1,B,1,0,2.17,,,
2021,P3,5,2,3.4497,1,B,1,0,1.26,,,
2021,P3,5,3,4.1855,1,C,1,0,1.87,,,
2021,P3,5,4,3.1143,1,B,1,0,1.65,,,
2021,P3,6,1,4.4458,1,B,1,0,1.85,,,
2021,P3,6,2,5.1165,1,C,1,0,2.27,,,
2021,P3,6,3,3.8997,1,A,1,0,1.88,,,
2021,P3,6,4,4.077,1,C,1,0,2.78,,,
2021,P3,7,1,6.4679,1,A,2,0,4.31,,,
2021,P3,7,2,5.2058,1,B,2,0,3.79,,,
2021,P3,7,3,5.4432,1,C,2,0,3.4,,,
2021,P3,7,4,5.578,1,A,2,0,3.57,,,
2021,P3,8,1,4.2364,1,B,4,0,2.59,,,
2021,P3,8,2,5.8723,1,B,4,0,3.48,,,
2021,P3,8,3,6.1047,1,C,4,0,5.47,,,
2021,P3,8,4,7.7629,1,B,4,0,5.64,,,
2021,P3,9,1,6.5727,1,A,5,1,5.7,,,
2021,P3,9,2,6.5355,1,A,5,1,5.54,,,
2021,P3,9,3,5.7231,1,A,5,1,4.52,,,
2021,P3,9,4,9.3571,1,A,5,1,5.88,,,
2021,P3,10,1,0.3454,2,A,0,0,0.1,,,
2021,P3,10,2,0.2584,2,A,0,0,0.17,,,
2021,P3,10,3,0.0824,2,A,0,0,0.04,,,
2021,P3,10,4,0.5942,2,A,0,0,0.04,,,
2021,P3,11,1,0.8316,2,B,0,0,0.2,,,
2021,P3,11,2,1.4312,2,B,0,0,0.66,,,
2021,P3,11,3,1.1877,2,B,0,0,0.45,,,
2021,P3,11,4,1.1431,2,B,0,0,0.08,,,
2021,P3,12,1,4.2991,2,C,0,0,1.32,,,
2021,P3,12,2,3.775,2,C,0,0,1.25,,,
2021,P3,12,3,3.9302,2,B,0,0,1.72,,,
2021,P3,12,4,4.0384,2,B,0,0,1.5,,,
2021,P3,13,1,4.3492,2,B,1,0,1.28,,,
2021,P3,13,2,7.3802,2,C,1,0,1.71,,,
2021,P3,13,3,5.0691,2,A,1,0,1.83,,,
2021,P3,13,4,4.8334,2,B,1,0,1.56,,,
2021,P3,14,1,5.1822,2,B,2,0,2.5,,,
2021,P3,14,2,6.2073,2,C,2,0,2.66,,,
2021,P3,14,3,3.9848,2,B,2,0,1.6,,,
2021,P3,14,4,6.0162,2,B,2,0,2.59,,,
2021,P3,15,1,0.5641,3,B,0,0,0.16,,,
2021,P3,15,2,0.7963,3,B,0,0,0.24,,,
2021,P3,15,3,0.5183,3,B,0,0,0.15,,,
2021,P3,15,4,0.2916,3,A,0,0,0.14,,,
2021,P3,16,1,0.8369,3,B,0,0,0.28,,,
2021,P3,16,2,1.4091,3,C,0,0,0.43,,,
2021,P3,16,3,1.0834,3,D,0,0,0.34,,,
2021,P3,16,4,2.4856,3,C,0,0,0.54,,,
2021,P3,17,1,0.2425,3,B,0,0,0.16,,,
2021,P3,17,2,0.1184,3,C,0,0,0.11,,,
2021,P3,17,3,0.264,3,B,0,0,0.1,,,
2021,P3,17,4,0.17,3,B,0,0,0.34,,,
2021,P4,1,1,0.3124,1,B,0,0,0.08,,,
2021,P4,1,2,0.6898,1,A,0,0,0,,,
2021,P4,1,3,0.5294,1,B,0,0,0.09,,,
2021,P4,1,4,0.5906,1,A,0,0,0.04,,,
2021,P4,2,1,1.0491,1,A,0,0,0.39,,,
2021,P4,2,2,1.0695,1,A,0,0,0.34,,,
2021,P4,2,3,1.0022,1,A,0,0,0.61,,,
2021,P4,2,4,1.1477,1,A,0,0,0.76,,,
2021,P4,3,1,1.8276,1,A,0,0,0.75,,,
2021,P4,3,2,3.1258,1,A,0,0,1.05,,,
2021,P4,3,3,2.418,1,C,0,0,0.95,,,
2021,P4,3,4,2.3367,1,B,0,0,0.61,,,
2021,P4,4,1,2.4728,1,A,0,0,1.21,,,
2021,P4,4,2,2.2137,1,B,0,0,1.11,,,
2021,P4,4,3,2.3367,1,A,0,0,1.28,,,
2021,P4,4,4,3.5909,1,A,0,0,1.53,,,
2021,P4,5,1,4.34,1,A,1,0,1.55,,,
2021,P4,5,2,4.015,1,A,1,0,0.76,,,
2021,P4,5,3,4.359,1,A,1,0,1.85,,,
2021,P4,5,4,3.4538,1,A,1,0,1.99,,,
2021,P4,6,1,6.5544,1,A,2,0,3.35,,,
2021,P4,6,2,5.1221,1,A,2,0,3.04,,,
2021,P4,6,3,4.7036,1,A,2,0,2.76,,,
2021,P4,6,4,4.204,1,A,2,0,3.07,,,
2021,P4,7,1,5.6739,1,B,2,0,2.44,,,
2021,P4,7,2,5.1961,1,A,2,0,3.79,,,
2021,P4,7,3,6.0513,1,A,2,0,3.32,,,
2021,P4,7,4,6.3191,1,A,2,0,3.46,,,
2021,P4,8,1,6.8888,1,A,4,0,4.66,,,
2021,P4,8,2,6.9447,1,A,4,0,4.31,,,
2021,P4,8,3,6.6144,1,A,4,0,4.89,,,
2021,P4,8,4,6.6022,1,A,4,0,4.86,,,
2021,P4,9,1,5.674,1,B,5,2,4.33,,,
2021,P4,9,2,7.5954,1,A,5,2,5.78,,,
2021,P4,9,3,6.3915,1,A,5,2,5.53,,,
2021,P4,9,4,6.3902,1,A,5,2,4.1,,,
2021,P4,10,1,0.1577,2,A,0,0,0.04,,,
2021,P4,10,2,0.5137,2,A,0,0,0.05,,,
2021,P4,10,3,0.3335,2,B,0,0,0.08,,,
2021,P4,10,4,0.2904,2,A,0,0,0.1,,,
2021,P4,11,1,1.9243,2,C,0,0,0.74,,,
2021,P4,11,2,1.7405,2,C,0,0,0.3,,,
2021,P4,11,3,1.2056,2,A,0,0,0.16,,,
2021,P4,11,4,1.56,2,B,0,0,0.35,,,
2021,P4,12,1,2.0391,2,A,1,0,1.31,,,
2021,P4,12,2,3.1182,2,C,1,0,1.27,,,
2021,P4,12,3,3.8729,2,B,1,0,1.12,,,
2021,P4,12,4,2.764,2,B,1,0,1.05,,,
2021,P4,13,1,5.186,2,C,2,0,2.77,,,
2021,P4,13,2,6.3503,2,A,2,0,2.17,,,
2021,P4,13,3,5.5351,2,A,2,0,2.27,,,
2021,P4,13,4,6.0304,2,A,2,0,2.63,,,
2021,P4,14,1,1.2452,3,B,0,0,0.3,,,
2021,P4,14,2,1.2969,3,B,0,0,0.43,,,
2021,P4,14,3,1.2003,3,A,0,0,0.45,,,
2021,P4,14,4,0.8335,3,B,0,0,0.26,,,
2021,P4,15,1,3.0062,3,A,0,0,0.97,,,
2021,P4,15,2,2.8284,3,B,0,0,1,,,
2021,P4,15,3,3.7611,3,A,0,0,1.13,,,
2021,P4,15,4,3.1463,3,C,0,0,0.87,,,
2021,P4,16,1,2.8582,3,C,1,0,1.42,,,
2021,P4,16,2,4.1512,3,C,1,0,1.76,,,
2021,P4,16,3,1.7105,3,A,1,0,0.51,,,
2021,P4,16,4,4.4669,3,B,1,0,1.39,,,
2021,P4,17,1,2.0902,3,B,1,0,1.15,,,
2021,P4,17,2,4.4345,3,C,1,0,1.93,,,
2021,P4,17,3,3.7074,3,A,1,0,2.05,,,
2021,P4,17,4,3.1563,3,C,1,0,1.45,,,
2021,P4,18,1,0.3351,4,B,0,0,0.31,,,
2021,P4,18,2,0.3507,4,A,0,0,0.24,,,
2021,P4,18,3,0.2482,4,A,0,0,0.2,,,
2021,P4,18,4,0.2515,4,A,0,0,0.12,,,
2021,P5,1,1,1.5151,1,A,0,0,0.52,,,
2021,P5,1,2,0.5547,1,A,0,0,0.38,,,
2021,P5,1,3,0.5249,1,A,0,0,0.16,,,
2021,P5,1,4,0.497,1,B,0,0,0.46,,,
2021,P5,2,1,0.3824,1,C,0,0,0.17,,,
2021,P5,2,2,0.724,1,B,0,0,0.31,,,
2021,P5,2,3,0.4573,1,C,0,0,0.24,,,
2021,P5,2,4,0.2262,1,C,0,0,0.88,,,
2021,P5,3,1,3.6858,1,B,0,0,1.62,,,
2021,P5,3,2,2.8189,1,C,0,0,1.43,,,
2021,P5,3,3,2.8254,1,C,0,0,1.42,,,
2021,P5,3,4,3.7365,1,C,0,0,1.97,,,
2021,P5,4,1,5.1791,1,B,0,0,1.9,,,
2021,P5,4,2,4.6575,1,A,0,0,1.82,,,
2021,P5,4,3,3.7971,1,C,0,0,1.69,,,
2021,P5,4,4,3.6983,1,A,0,0,1.48,,,
2021,P5,5,1,5.5616,1,B,1.5,0,3.47,,,
2021,P5,5,2,6.5778,1,A,1.5,0,3.16,,,
2021,P5,5,3,6.7085,1,A,1.5,0,2.27,,,
2021,P5,5,4,6.2838,1,C,1.5,0,2.79,,,
2021,P5,6,1,5.3608,1,B,2,0,4.23,,,
2021,P5,6,2,6.0766,1,A,2,0,5.29,,,
2021,P5,6,3,5.4589,1,A,2,0,4.41,,,
2021,P5,6,4,5.0247,1,C,2,0,4.41,,,
2021,P5,7,1,6.6977,1,A,3,0,3.8,,,
2021,P5,7,2,6.8508,1,B,3,0,4.14,,,
2021,P5,7,3,6.4676,1,C,3,0,2.97,,,
2021,P5,7,4,7.355,1,A,3,0,4.6,,,
2021,P5,8,1,6.6938,1,B,4,2,5.47,,,
2021,P5,8,2,6.0578,1,B,4,2,2.31,,,
2021,P5,8,3,4.9568,1,A,4,2,5.88,,,
2021,P5,8,4,4.9813,1,A,4,2,4.69,,,
2021,P5,9,1,1.8065,2,D,0,0,0.74,,,
2021,P5,9,2,2.3134,2,A,0,0,0.5,,,
2021,P5,9,3,3.423,2,B,0,0,0.57,,,
2021,P5,9,4,1.9362,2,B,0,0,0.36,,,
2021,P5,10,1,3.7036,2,C,1,2,1.7,,,
2021,P5,10,2,6.1812,2,A,1,2,1.65,,,
2021,P5,10,3,6.6119,2,C,1,2,2.29,,,
2021,P5,10,4,3.7372,2,B,1,2,1.44,,,
2021,P5,11,1,4.7987,2,A,1,2,2.3,,,
2021,P5,11,2,5.0516,2,A,1,2,2,,,
2021,P5,11,3,6.0814,2,D,1,2,2.88,,,
2021,P5,11,4,4.9804,2,B,1,2,2.55,,,
2021,P5,12,1,9.1835,2,B,1,3,3.06,,,
2021,P5,12,2,7.5925,2,A,1,3,2.73,,,
2021,P5,12,3,5.6062,2,C,1,3,2.86,,,
2021,P5,12,4,5.6626,2,B,1,3,1.78,,,
2021,P5,13,1,1.1956,3,D,0,0,0.4,,,
2021,P5,13,2,1.359,3,A,0,0,0.37,,,
2021,P5,13,3,1.2954,3,C,0,0,0.28,,,
2021,P5,13,4,1.4756,3,B,0,0,0.29,,,
2021,P5,14,1,2.2419,3,C,0,0,0.5,,,
2021,P5,14,2,3.4305,3,B,0,0,0.59,,,
2021,P5,14,3,3.3411,3,C,0,0,0.66,,,
2021,P5,14,4,2.5796,3,C,0,0,0.73,,,
2021,P5,15,1,7.044,3,C,1,0,2.15,,,
2021,P5,15,2,7.3365,3,C,1,0,1.64,,,
2021,P5,15,3,6.4083,3,C,1,0,1.96,,,
2021,P5,15,4,6.834,3,B,1,0,3.03,,,
2021,P5,16,1,0.248,4,B,0,0,0.21,,,
2021,P5,16,2,0.2496,4,B,0,0,0.15,,,
2021,P5,16,3,0.1296,4,B,0,0,0.14,,,
2021,P5,16,4,0.364,4,B,0,0,0.38,,,
2021,P5,17,1,0.46,4,B,0,0,0.29,,,
2021,P5,17,2,0.1394,4,A,0,0,0.15,,,
2021,P5,17,3,0.1667,4,A,0,0,0.04,,,
2021,P5,17,4,0.2944,4,B,0,0,0.14,,,
2021,P6,1,1,1.4077,1,A,0,0,0.72,,,
2021,P6,1,2,0.6697,1,B,0,0,0.15,,,
2021,P6,1,3,0.6005,1,C,0,0,0.19,,,
2021,P6,1,4,0.2074,1,B,0,0,0.08,,,
2021,P6,2,1,1.037,1,B,0,0,1.29,,,
2021,P6,2,2,0.6891,1,D,0,0,0.44,,,
2021,P6,2,3,1.017,1,A,0,0,0.5,,,
2021,P6,2,4,0.6648,1,B,0,0,0.65,,,
2021,P6,3,1,2.181,1,B,0,0,1.48,,,
2021,P6,3,2,4.267,1,D,0,0,2.13,,,
2021,P6,3,3,4.375,1,B,0,0,1.75,,,
2021,P6,3,4,3.5163,1,B,0,0,2.1,,,
2021,P6,4,1,3.8013,1,B,1,0,1.92,,,
2021,P6,4,2,4.7195,1,A,1,0,3.14,,,
2021,P6,4,3,3.5345,1,A,1,0,2.17,,,
2021,P6,4,4,3.922,1,A,1,0,2.53,,,
2021,P6,5,1,4.0055,1,A,1.5,0,2.7,,,
2021,P6,5,2,4.8557,1,B,1.5,0,3.29,,,
2021,P6,5,3,5.5026,1,A,1.5,0,3.88,,,
2021,P6,5,4,4.2961,1,A,1.5,0,3.03,,,
